City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,cascais,38.6979,-9.4215,16.95,95,100,6.71,PT,1714952497
293,reggane,26.7158,0.1714,28.75,9,0,5.52,DZ,1714952497
294,ta`u,-14.2336,-169.5144,28.3,79,95,3.95,AS,1714952497
295,man,7.4125,-7.5538,23.34,99,100,1.26,CI,1714952497
296,komsomolets,53.7453,62.0708,2.51,54,12,3.59,KZ,1714952497
297,haslev,55.3235,11.9639,9.91,99,80,3.58,DK,1714952497
298,richmond,37.5538,-77.4603,21.27,94,100,2.57,US,1714952455
299,mirny,62.5353,113.9611,-3.2,89,13,0.89,RU,1714952497
300,visby,57.6409,18.296,9.12,66,100,8.75,SE,1714952498
301,rio gallegos,-51.6226,-69.2181,1.03,80,40,6.17,AR,1714952498
302,san julian,21.0167,-102.1667,31.23,9,83,6.47,MX,1714952498
303,charlottetown,46.2352,-63.1267,8.76,75,40,4.63,CA,1714952498
304,tezu,27.9167,96.1667,22.15,57,92,0.09,IN,1714952498
305,lamu,-2.2717,40.902,26.38,87,100,7.71,KE,1714952498
306,gadzhiyevo,69.2551,33.3362,-1.36,89,100,6.37,RU,1714952498
307,kandi,11.1342,2.9386,33.01,39,26,3.35,BJ,1714952498
308,chilliwack,49.1747,-121.9443,11.17,96,100,3.13,CA,1714952041
309,kurmuk,10.55,34.2833,26.76,38,1,1.12,SD,1714952499
310,fehmarn,54.4378,11.1935,10.6,96,75,9.52,DE,1714952499
311,castanos,26.7833,-101.4167,32.77,44,20,4.12,MX,1714952499
312,mejit,10.2753,170.8646,28.06,75,98,7.87,MH,1714952499
313,taulaga,-11.0553,-171.0883,29.57,75,60,4.93,AS,1714952499
314,pionerskiy,54.9508,20.2275,15.08,94,100,4.78,RU,1714952499
315,palikir - national government center,6.9248,158.1611,28.41,74,100,4.12,FM,1714952499
316,tadmur,34.5608,38.2805,15.15,62,0,3.44,SY,1714952500
317,goderich,43.7501,-81.7165,13.18,58,29,4.12,CA,1714952500
318,zunyi,27.6867,106.9072,18.22,81,100,1.3,CN,1714952500
319,le lavandou,43.137,6.366,15.98,89,0,0.0,FR,1714952500
320,pyhajarvi,67.0701,27.2176,-10.95,98,77,1.99,FI,1714952500
321,puerto deseado,-47.7503,-65.8938,5.16,64,54,3.15,AR,1714952500
322,pallisa,1.145,33.7094,18.24,90,97,2.66,UG,1714952501
323,poltavka,54.3663,71.7632,1.44,61,4,3.46,RU,1714952501
324,changde,29.0464,111.6783,20.12,84,100,1.91,CN,1714952501
325,sakakah,29.9697,40.2064,20.76,33,2,8.94,SA,1714952501
326,nacala,-14.5428,40.6728,22.36,90,40,2.83,MZ,1714952501
327,turar ryskulov,42.5333,70.3333,10.81,80,98,2.52,KZ,1714952501
328,leninskoye,41.7589,69.3864,12.6,82,100,1.37,KZ,1714952501
329,shasta lake,40.6804,-122.3708,17.2,49,90,0.45,US,1714952501
330,flying fish cove,-10.4217,105.6791,25.82,83,40,5.66,CX,1714952501
331,gulu,2.7746,32.299,17.92,87,85,1.83,UG,1714952502
332,tolanaro,-25.0319,46.9987,21.04,88,20,7.2,MG,1714952502
333,arar,30.9753,41.0381,20.01,22,0,4.12,SA,1714952502
334,puerto madero,14.7208,-92.4215,33.11,62,20,5.14,MX,1714952503
335,murun-kuren,49.6342,100.1625,14.24,40,69,1.12,MN,1714952503
336,broken hill,-31.95,141.4333,15.71,46,0,6.05,AU,1714952503
337,nelson,-41.2833,173.2833,16.19,50,0,3.13,NZ,1714952487
338,auki,-8.7676,160.7034,31.11,65,52,0.65,SB,1714952503
339,aykhal,66.0,111.5,-2.8,87,48,3.39,RU,1714952504
340,ulanhot,46.0833,122.0833,14.26,36,100,9.26,CN,1714952504
341,mostaganem,35.9311,0.0892,19.73,43,100,3.96,DZ,1714952504
342,vorkuta,67.5,64.0,-18.83,100,100,1.79,RU,1714952504
343,burela de cabo,43.65,-7.4,11.76,77,32,3.68,ES,1714952504
344,qujing,25.4833,103.7833,15.46,79,79,1.91,CN,1714952504
345,susanville,40.4163,-120.653,6.57,58,99,5.36,US,1714952504
346,vrangel',42.7297,133.0839,7.82,94,100,12.06,RU,1714952505
347,kodiak,57.79,-152.4072,5.73,81,100,4.12,US,1714952505
348,porangatu,-13.4408,-49.1486,24.39,57,8,1.49,BR,1714952505
349,nuku'alofa,-21.1333,-175.2,27.19,89,75,1.54,TO,1714952505
350,abu jibeha,11.4562,31.2285,29.25,16,1,1.5,SD,1714952505
351,goz beida,13.95,20.55,31.03,12,0,4.89,TD,1714952505
352,mokhsogollokh,61.4681,128.9203,7.7,61,71,2.87,RU,1714952505
353,oppdal,62.5943,9.6912,9.0,85,98,2.33,NO,1714952506
354,forster,-32.1667,152.5167,17.43,100,91,6.74,AU,1714952506
355,dhidhdhoo,6.8833,73.1,29.46,76,25,5.29,MV,1714952506
356,leava,-14.3,-178.1667,29.27,80,100,5.68,WF,1714952506
357,wynyard,-41.0,145.7167,13.34,69,47,1.59,AU,1714952506
358,hitachi,36.6,140.65,22.03,69,100,9.25,JP,1714952506
359,penha,-26.7694,-48.6458,24.94,94,100,1.54,BR,1714952507
360,uliastay,47.7417,96.8444,11.22,34,11,2.72,MN,1714952507
361,tazovsky,67.4667,78.7,-6.87,95,100,6.02,RU,1714952507
362,cabedelo,-6.9811,-34.8339,27.37,83,82,5.7,BR,1714952507
363,sinjai,-5.1241,120.253,24.37,91,100,1.84,ID,1714952507
364,taro,-8.3862,115.28,23.0,94,92,1.29,ID,1714952507
365,vargarda,58.0371,12.8091,12.36,97,100,2.88,SE,1714952507
366,patani,5.2272,6.1924,25.63,94,75,1.27,NG,1714952507
367,tura,25.5198,90.2201,19.51,92,16,1.28,IN,1714952507
368,skeldon,5.8833,-57.1333,26.73,86,98,3.34,GY,1714952508
369,thongwa,16.7619,96.5278,28.09,73,41,2.21,MM,1714952508
370,khamis mushait,18.3064,42.7292,17.34,77,0,2.57,SA,1714952509
371,ankazobe,-18.3167,47.1167,12.28,95,30,2.09,MG,1714952509
372,mildura,-34.2,142.15,16.15,59,0,4.44,AU,1714951829
373,mukalla,14.5425,49.1242,28.66,79,8,2.69,YE,1714952509
374,benjamin aceval,-24.9667,-57.5667,28.08,75,0,2.19,PY,1714952414
375,mossel bay,-34.1831,22.146,15.54,69,6,0.4,ZA,1714952509
376,monrovia,6.3005,-10.7969,26.87,83,86,0.84,LR,1714952509
377,faya-largeau,17.9257,19.1043,31.3,17,0,6.16,TD,1714952510
378,tanout,14.9709,8.8879,30.93,13,0,4.64,NE,1714952510
379,vilyuysk,63.7553,121.6247,2.78,85,100,4.47,RU,1714952510
380,ceylanpinar,36.8472,40.05,14.04,75,99,2.84,TR,1714952510
381,raja,8.4596,25.678,26.54,38,28,0.77,SS,1714952510
382,aasiaat,68.7098,-52.8699,-11.6,92,61,2.65,GL,1714952510
383,mariehamn,60.0973,19.9348,7.92,57,0,4.12,AX,1714952510
384,fortuna,40.5982,-124.1573,14.4,64,75,3.6,US,1714952432
385,menongue,-14.6585,17.691,13.53,51,2,1.67,AO,1714952510
386,qamdo,31.1667,97.2333,3.06,68,44,0.8,CN,1714952511
387,maitum,6.0392,124.4986,28.72,72,58,1.23,PH,1714952511
388,alamos,27.0167,-108.9333,33.12,10,31,3.63,MX,1714952511
389,sainyabuli,19.25,101.75,26.53,57,2,0.38,LA,1714952511
390,shangrao,28.4532,117.9686,20.76,85,58,1.92,CN,1714952511
391,tyuratam,45.6507,63.3156,14.06,26,100,3.99,KZ,1714952511
392,barcelona,41.3888,2.159,18.44,76,0,1.54,ES,1714952241
393,jiuquan,39.7432,98.5174,15.03,15,54,0.87,CN,1714952511
394,canacona,14.9959,74.0506,26.66,85,14,1.88,IN,1714952512
395,soanierana ivongo,-16.9167,49.5833,22.98,89,80,3.77,MG,1714952512
396,sao miguel do araguaia,-13.275,-50.1628,25.76,51,1,2.23,BR,1714952512
397,spring hill,28.4769,-82.5255,28.09,75,0,5.14,US,1714952512
398,rio preto da eva,-2.6994,-59.6997,24.55,99,99,1.33,BR,1714952512
399,laramie,41.3114,-105.5911,19.21,30,0,13.38,US,1714952478
400,wanganui,-39.9333,175.05,16.05,67,59,5.03,NZ,1714952514
401,sao joao da barra,-21.6403,-41.0511,24.05,87,0,5.04,BR,1714952514
402,porto novo,6.4965,2.6036,29.9,82,8,3.22,BJ,1714952514
403,natal,-5.795,-35.2094,27.36,83,75,3.6,BR,1714952514
404,beinamar,8.6698,15.3813,30.71,22,11,2.12,TD,1714952514
405,yemetsk,63.4721,41.7941,-4.97,96,59,1.67,RU,1714952514
406,san pedro pochutla,15.7333,-96.4667,32.84,50,6,3.45,MX,1714952515
407,tromso,69.6496,18.957,0.01,64,100,1.54,NO,1714952515
408,tutoia,-2.7619,-42.2744,26.01,88,93,2.87,BR,1714952515
409,cidade velha,14.9167,-23.6167,26.26,36,0,4.63,CV,1714952515
410,teshi old town,5.5836,-0.1072,30.31,79,0,4.12,GH,1714952515
411,mar del plata,-38.0023,-57.5575,15.61,89,100,4.12,AR,1714952515
412,shulan,44.4167,126.95,14.53,55,100,6.98,CN,1714952515
413,puerto colombia,10.9878,-74.9547,30.05,82,92,3.6,CO,1714952515
414,yemel'yanovo,56.1681,92.6767,12.27,100,0,4.0,RU,1714952515
415,krasne,49.9145,24.6134,11.88,87,91,3.18,UA,1714952516
416,shimoda,34.6667,138.95,21.2,77,100,4.38,JP,1714952516
417,salmas,38.1973,44.7653,9.59,56,58,0.87,IR,1714952516
418,douglas,41.3,-96.167,18.51,48,0,4.63,US,1714952517
419,paracuru,-3.41,-39.0306,25.94,92,79,3.96,BR,1714952518
420,gunsan,35.9786,126.7114,14.94,94,100,6.69,KR,1714952518
421,sattenapalle,16.4,80.1833,29.25,82,23,6.14,IN,1714952518
422,chalus,36.655,51.4204,18.7,68,0,0.0,IR,1714952518
423,rongelap,11.1635,166.8941,27.59,83,81,7.79,MH,1714952518
424,ust-nera,64.5667,143.2,2.12,81,98,1.8,RU,1714952518
425,tefe,-3.3542,-64.7114,29.06,84,20,1.54,BR,1714952518
426,mafinga,-7.25,35.0667,16.72,94,56,1.54,TZ,1714952518
427,yeosu,34.7546,127.6599,16.09,85,94,5.6,KR,1714952519
428,tambo,-14.8,-73.9167,6.1,83,16,1.01,PE,1714952519
429,de aar,-30.6497,24.0123,16.49,33,0,2.54,ZA,1714952519
430,tanumah,27.1,44.1333,26.43,16,15,5.4,SA,1714952519
431,saint-louis,16.3333,-15.0,33.8,17,0,5.89,SN,1714952519
432,salo,45.6086,10.531,16.55,89,83,0.97,IT,1714952519
433,huarmey,-10.0681,-78.1522,19.93,88,27,3.98,PE,1714952519
434,alaghsas,17.0187,8.0168,32.19,10,0,4.39,NE,1714952519
435,baruun-urt,46.6806,113.2792,12.74,27,38,0.52,MN,1714952519
436,port augusta,-32.5,137.7667,18.04,45,0,3.23,AU,1714952520
437,martapura,-3.4167,114.85,27.05,94,40,1.54,ID,1714952520
438,luau,-10.7073,22.2247,16.62,61,3,1.9,AO,1714952520
439,puerto baquerizo moreno,-0.9,-89.6,23.47,88,66,4.01,EC,1714952520
440,codrington,-38.2667,141.9667,15.17,65,8,6.41,AU,1714952520
441,bhamo,24.2667,97.2333,22.36,77,97,0.93,MM,1714952521
442,coquimbo,-29.9533,-71.3436,12.85,87,0,3.09,CL,1714952521
443,yangjiang,21.85,111.9667,26.24,89,98,1.28,CN,1714952521
444,fort mcmurray,56.7268,-111.381,16.77,29,0,5.66,CA,1714952284
445,polyarnyy,69.1989,33.4478,-1.49,87,100,6.64,RU,1714952521
446,leeton,-34.5667,146.4,15.05,45,0,5.35,AU,1714952521
447,lib,8.3122,167.3766,28.61,77,97,7.95,MH,1714952522
448,penzance,50.1186,-5.5371,12.09,90,50,4.54,GB,1714952522
449,tarawa,1.419,172.984,31.05,70,75,1.54,KI,1714952522
450,tazacorte,28.629,-17.9293,18.54,77,0,4.63,ES,1714952522
451,zeya,53.75,127.2667,13.03,39,0,0.21,RU,1714952522
452,sumbawa besar,-8.5,117.4333,26.29,78,10,1.57,ID,1714952460
453,pyapon,16.2833,95.6833,28.35,77,23,3.35,MM,1714952523
454,lospalos,-8.5186,127.0025,23.89,88,100,2.46,TL,1714952523
455,bardai,11.65,7.2333,27.38,35,0,4.45,NG,1714952523
456,touros,-5.1989,-35.4608,26.36,84,38,5.93,BR,1714952523
457,don luan,11.5333,106.9167,26.64,83,89,2.03,VN,1714952523
458,surigao,9.7839,125.4889,28.97,72,96,3.09,PH,1714952523
459,yeghegnadzor,39.7639,45.3324,10.1,69,82,1.13,AM,1714952524
460,kourou,5.1552,-52.6478,27.03,91,75,3.95,GF,1714952525
461,aginskoye,51.1,114.53,11.83,43,88,2.15,RU,1714952525
462,alofi,-19.0595,-169.9187,24.94,94,20,3.6,NU,1714952525
463,lorengau,-2.0226,147.2712,29.18,77,100,1.05,PG,1714952525
464,balkh,36.75,67.0,21.64,54,11,3.54,AF,1714952525
465,ampanihy,-24.7,44.75,18.14,66,0,2.79,MG,1714952525
466,kande,9.9578,1.0447,29.4,59,97,2.18,TG,1714952525
467,conceicao da barra,-18.5933,-39.7322,23.84,94,28,2.72,BR,1714952526
468,port macquarie,-31.4333,152.9167,18.83,80,71,4.48,AU,1714952420
469,swakopmund,-22.6833,14.5333,15.47,85,2,1.34,NA,1714952526
470,hitchin,51.9531,-0.2652,12.61,90,97,1.54,GB,1714952526
471,mahina,-17.5065,-149.489,30.87,62,20,1.54,PF,1714952526
472,jamaame,0.0697,42.745,26.27,86,100,5.03,SO,1714952526
473,queenstown,-31.8976,26.8753,14.68,38,1,3.25,ZA,1714952527
474,nema,57.5067,50.5011,3.23,97,100,4.29,RU,1714952528
475,la'ie,21.6477,-157.9253,27.98,71,50,4.47,US,1714952529
476,murzuq,25.9155,13.9184,25.97,19,75,7.54,LY,1714952530
477,nova vicosa,-17.8919,-39.3719,25.0,89,11,4.44,BR,1714952530
478,floro,61.5996,5.0328,9.57,93,100,2.06,NO,1714952530
479,san antonio de pale,-1.4014,5.6325,28.09,84,23,4.3,GQ,1714952530
480,poronaysk,49.2167,143.1167,1.03,100,100,3.75,RU,1714952531
481,landsberg am lech,48.0482,10.8828,12.94,84,40,1.03,DE,1714952531
482,whangarei,-35.7317,174.3239,17.64,68,100,1.64,NZ,1714952531
483,saldanha,-33.0117,17.9442,14.03,91,33,5.85,ZA,1714952532
484,adigrat,14.277,39.462,15.48,66,27,0.81,ET,1714952532
485,chibougamau,49.9168,-74.3659,9.79,93,100,2.06,CA,1714952532
486,usinsk,65.9939,57.5281,-8.85,90,64,3.13,RU,1714952532
487,ebon,4.582,168.6964,27.9,82,95,8.2,MH,1714952532
488,kuching,1.55,110.3333,27.24,85,20,0.0,MY,1714952532
489,ballina,-28.8667,153.5667,20.43,82,100,5.75,AU,1714952533
490,forest,37.3638,-79.2897,19.43,91,100,0.0,US,1714952534
491,madalena,41.2162,-8.3345,12.48,89,34,1.1,PT,1714952534
492,ambon,-3.6954,128.1814,28.82,95,40,2.57,ID,1714952534
493,varberg,57.1056,12.2508,11.7,89,59,3.23,SE,1714952534
494,ambovombe,-25.1667,46.0833,18.07,80,1,2.5,MG,1714952534
495,makoua,0.0069,15.6333,24.96,74,52,0.85,CG,1714952535
496,mulanje,-16.0316,35.5,17.68,82,2,1.11,MW,1714952535
497,salekhard,66.53,66.6019,-14.78,91,58,2.68,RU,1714952535
498,elliot lake,46.3834,-82.6331,11.67,52,11,3.83,CA,1714952535
499,hailey,43.5196,-114.3153,8.51,59,100,5.81,US,1714952536
500,banda aceh,5.5577,95.3222,27.65,80,96,1.05,ID,1714952536
501,illizi,26.4833,8.4667,27.89,40,100,8.32,DZ,1714952536
502,mahdia,35.5047,11.0622,17.97,68,9,5.2,TN,1714952536
503,geraldton,-28.7667,114.6,10.23,87,0,4.63,AU,1714952536
504,vatra dornei,47.35,25.3667,8.55,91,35,1.65,RO,1714952536
505,birjand,32.8663,59.2211,13.26,82,0,3.09,IR,1714952536
506,tahe,52.3333,124.7333,13.04,29,63,0.4,CN,1714952537
507,stiens,53.2623,5.7577,10.99,85,100,0.51,NL,1714952537
508,san luis de la loma,17.2706,-100.8939,28.57,60,76,2.85,MX,1714952537
509,prince albert,53.2001,-105.7677,18.97,27,40,6.69,CA,1714952537
510,la gomera,14.0833,-91.05,25.84,67,91,2.43,GT,1714952537
511,tommot,58.9564,126.2925,6.71,81,52,0.9,RU,1714952537
512,posse,-14.0931,-46.3694,22.71,52,17,2.8,BR,1714952537
513,kone,-21.0595,164.8658,27.44,48,43,2.05,NC,1714952537
514,kalianget,-7.05,113.9333,26.96,72,65,3.49,ID,1714952538
515,withernsea,53.7311,0.0335,12.73,92,89,2.95,GB,1714952538
516,minas de marcona,-15.2119,-75.1103,16.05,87,16,6.15,PE,1714952538
517,kruisfontein,-34.0033,24.7314,18.01,19,28,3.41,ZA,1714952539
518,quatre cocos,-20.2078,57.7625,24.06,74,31,7.33,MU,1714952539
519,alesund,62.4723,6.1549,9.39,94,100,3.6,NO,1714952539
520,panadura,6.7132,79.9026,27.8,86,100,1.73,LK,1714952540
521,cockburn town,21.4612,-71.1419,25.98,78,75,6.17,TC,1714952540
522,cidreira,-30.1811,-50.2056,21.4,96,32,3.43,BR,1714952540
523,kukawa,12.9234,13.5606,30.68,29,4,4.71,NG,1714952540
524,chui,-33.6971,-53.4616,19.04,96,95,1.75,UY,1714952541
525,upington,-28.4478,21.2561,20.21,26,0,3.6,ZA,1714952541
526,kurumkan,54.3,110.3,8.96,59,26,0.89,RU,1714952541
527,palmer,42.1584,-72.3287,9.36,83,100,2.57,US,1714952541
528,chernyshkovskiy,48.4219,42.2308,7.51,46,7,5.88,RU,1714952541
529,pacasmayo,-7.4006,-79.5714,20.6,81,45,6.17,PE,1714952541
530,ola,59.5833,151.2833,3.41,80,20,0.9,RU,1714952542
531,tamanrasset,22.785,5.5228,24.95,31,20,3.09,DZ,1714952542
532,longboat key,27.4125,-82.659,28.42,61,20,3.6,US,1714952485
533,terrace,54.5163,-128.6035,12.95,62,100,8.75,CA,1714952542
534,smara,26.7384,-11.6719,19.87,46,100,7.04,EH,1714952542
535,hadibu,12.65,54.0333,29.22,80,16,0.98,YE,1714952542
536,calella,41.618,2.6678,18.37,85,100,3.36,ES,1714952543
537,okha,53.5739,142.9478,1.89,70,13,3.53,RU,1714952543
538,palangkaraya,-2.2,113.8333,25.31,95,96,0.19,ID,1714952543
539,benguela,-12.5763,13.4055,24.42,87,8,0.75,AO,1714952543
540,portland,45.5234,-122.6762,12.53,94,100,5.66,US,1714951825
541,zheleznodorozhnyy,55.7503,38.0042,4.64,71,9,5.81,RU,1714952543
542,minab,27.1467,57.0801,27.38,44,0,2.8,IR,1714952543
543,selkirk,50.1436,-96.8845,19.08,33,42,2.24,CA,1714952545
544,uturoa,-16.7333,-151.4333,28.08,78,44,8.42,PF,1714952545
545,tynda,55.1667,124.7167,5.45,64,39,0.65,RU,1714952545
546,settat,33.0007,-7.6204,15.9,97,100,4.95,MA,1714952545
547,gorom-gorom,14.4439,-0.2361,34.75,21,25,1.79,BF,1714952546
548,urzhar,47.093,81.6294,15.86,90,100,5.38,KZ,1714952547
549,swift current,50.2834,-107.8014,20.45,30,0,7.72,CA,1714952547
550,egilsstadir,65.2653,-14.3948,3.95,93,75,0.0,IS,1714952547
551,lagunas,-5.2269,-75.6753,26.09,87,97,1.37,PE,1714952547
552,plettenberg bay,-34.0527,23.3716,16.57,42,17,1.76,ZA,1714952547
553,biankouma,7.7391,-7.6138,22.43,97,100,1.35,CI,1714952547
554,charters towers,-20.1,146.2667,26.24,50,72,4.6,AU,1714952547
555,vilyeyka,54.4896,26.9062,11.68,64,100,1.88,BY,1714952548
556,vila do maio,15.1333,-23.2167,26.44,81,1,5.54,CV,1714952548
557,malmesbury,-33.4608,18.7271,13.2,82,4,2.28,ZA,1714952548
558,oranjemund,-28.55,16.4333,14.51,68,0,2.1,NA,1714952548
559,fortaleza,-3.7227,-38.5247,29.07,84,0,3.09,BR,1714952481
560,lodja,-3.4833,23.4333,22.46,71,95,0.93,CD,1714952548
561,antsiranana,-12.2787,49.2917,24.83,72,8,6.56,MG,1714952549
562,al bardiyah,31.7561,25.0865,16.38,77,0,4.7,LY,1714952550
563,dakhla,23.6848,-15.958,18.26,83,100,9.79,EH,1714952550
564,pingdingshan,33.7385,113.3012,20.52,74,3,2.64,CN,1714952550
565,noumea,-22.2763,166.4572,25.99,99,38,5.68,NC,1714952550
566,rehoboth,-23.3167,17.0833,17.73,22,0,2.17,NA,1714952550
567,laguna,38.421,-121.4238,20.16,38,40,3.6,US,1714952550
568,norton,-17.8833,30.7,15.15,65,0,2.18,ZW,1714952550
569,haapavesi,64.1333,25.3667,-0.27,72,42,2.68,FI,1714952550
570,sompeta,18.9333,84.6,27.77,91,24,5.94,IN,1714952551
571,lazaro cardenas,17.9583,-102.2,27.26,64,91,3.49,MX,1714952551
572,necochea,-38.5473,-58.7368,14.0,60,100,3.27,AR,1714952551
573,capitan bado,-23.2667,-55.5333,25.53,43,0,3.85,PY,1714952551
574,hafnarfjordur,64.0671,-21.9377,3.78,91,75,4.02,IS,1714952551
575,ceeldheer,3.8488,47.1806,26.21,83,100,5.2,SO,1714952551
576,asaita,11.5636,41.4394,29.95,57,72,1.84,ET,1714952551
577,mareeba,-17.0,145.4333,26.38,72,96,1.8,AU,1714952551
578,aroma,15.8167,36.1333,28.66,18,0,3.89,SD,1714952551
579,aljezur,37.3191,-8.8033,15.23,96,92,3.25,PT,1714952552
580,kapuskasing,49.4169,-82.4331,13.0,54,75,5.14,CA,1714952552
581,cedar city,37.6775,-113.0619,0.54,86,100,3.6,US,1714952552
582,kuanda,56.3161,116.0806,12.81,51,8,0.4,RU,1714952552
583,kununurra,-15.7667,128.7333,25.99,41,16,4.63,AU,1714952552
584,mchinji,-13.7984,32.8802,16.61,81,100,1.59,MW,1714952552
585,san jose del guaviare,2.5729,-72.6459,22.7,100,100,1.28,CO,1714952553
586,zarinsk,53.7074,84.9493,9.19,86,100,4.43,RU,1714952553
587,toliara,-23.35,43.6667,21.41,65,0,1.62,MG,1714952553
588,korla,41.7597,86.1469,21.97,13,4,3.88,CN,1714952553
